name,site,type,subtypes,category,phone,full_address,rating,reviews,working_hours,other_hours,business_status,about,range,logo,description,verified,,,,,,,,
Meltwich Food Co.,https://meltwich.com/,Fast food restaurant,Fast food restaurant,restaurants,+1 204-717-6358,"1260 18th St Unit C, Brandon, MB R7A 5C3",4.6,81,"{""Sunday"": ""11a.m.-12a.m."", ""Monday"": ""11a.m.-12a.m."", ""Tuesday"": ""11a.m.-12a.m."", ""Wednesday"": ""11a.m.-12a.m."", ""Thursday"": ""11a.m.-12a.m."", ""Friday"": ""11a.m.-1a.m."", ""Saturday"": ""11a.m.-1a.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Late-night food"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",,https://lh4.googleusercontent.com/-INsBzYDzK28/AAAAAAAAAAI/AAAAAAAAAAA/xa6Q47k6Qoc/s44-p-k-no-ns-nd/photo.jpg,"A fast casual restaurant that offers delicious updated comfort food and all things melted. Choose from our signature grilled cheeses, burgers, philly cheese steaks and unique poutines, all made with fresh quality ingredients and served in a urban chic environment. Vegan and gluten-free menu options. Meltwich Brandon is 100% Canadian and locally owned and operated",TRUE,,,,,,,,
Bento Sushi,https://www.bentosushi.com/us/,Takeout Restaurant,Takeout Restaurant,restaurants,+1 403-210-4351,"1570 18th St, Brandon, MB R7A 5C5",,,,,OPERATIONAL,"{""Service options"": {""Takeout"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Offerings"": {""Healthy options"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Atmosphere"": {""Casual"": true}, ""Payments"": {""Credit cards"": true}}",,https://lh3.googleusercontent.com/-NmrmVAsDA6s/AAAAAAAAAAI/AAAAAAAAAAA/z-L_HDE0YFY/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
BabaKadir Shawarma restaurant,,Mediterranean restaurant,"Mediterranean restaurant, Caribbean restaurant, Fast food restaurant, South Asian restaurant",restaurants,+1 204-717-4400,"934 Rosser Ave, Brandon, MB R7A 0L4",4.2,79,"{""Sunday"": ""4-10p.m."", ""Monday"": ""Closed"", ""Tuesday"": ""4-10p.m."", ""Wednesday"": ""4-10p.m."", ""Thursday"": ""4-10p.m."", ""Friday"": ""4-10p.m."", ""Saturday"": ""4-10p.m.""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Halal food"": true, ""Healthy options"": true, ""Late-night food"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",,https://lh5.googleusercontent.com/-lAXt3UHmcgM/AAAAAAAAAAI/AAAAAAAAAAA/8cFLAUenL3c/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Lee's Buffet,https://leesbuffet.com/,Chinese restaurant,"Chinese restaurant, Buffet restaurant, Takeout Restaurant, Restaurant, Sushi restaurant",restaurants,+1 204-728-3888,"201 18th St N, Brandon, MB R7A 2V8",4,961,"{""Sunday"": ""11:45a.m.-9p.m."", ""Monday"": ""11:45a.m.-9p.m."", ""Tuesday"": ""11:45a.m.-9p.m."", ""Wednesday"": ""11:45a.m.-9p.m."", ""Thursday"": ""11:45a.m.-9p.m."", ""Friday"": ""11:45a.m.-9p.m."", ""Saturday"": ""11:45a.m.-9p.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""All you can eat"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Quick bite"": true, ""Salad bar"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$$,https://lh3.googleusercontent.com/-sCl_mRcFEA8/AAAAAAAAAAI/AAAAAAAAAAA/gGnLeFt_IQs/s44-p-k-no-ns-nd/photo.jpg,,TRUE,,,,,,,,
Pizza Hotline,https://www.pizzahotline.ca/,Pizza delivery,"Pizza delivery, Italian restaurant, Pizza restaurant",Pizza delivery,+1 204-725-2222,"2637 Victoria Ave, Brandon, MB R7B 0M9",3.8,168,"{""Sunday"": ""11a.m.-1a.m."", ""Monday"": ""11a.m.-1a.m."", ""Tuesday"": ""11a.m.-1a.m."", ""Wednesday"": ""11a.m.-1a.m."", ""Thursday"": ""11a.m.-1a.m."", ""Friday"": ""11a.m.-3a.m."", ""Saturday"": ""11a.m.-3a.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",$,https://lh4.googleusercontent.com/-Z0Wd3SGR7wg/AAAAAAAAAAI/AAAAAAAAAAA/iTQxVYMZw68/s44-p-k-no-ns-nd/photo.jpg,"A Winnipeg staple, Pizza Hotline has been serving delicious Takeout & Delivery pizza in Manitoba since 1989. With a menu covering Pizza, Calzones, Wings, Cheesesticks, Salads, and everything in between, Pizza Hotline has the perfect food to satisfy your craving. Our slogan, ""Great Pizza at a Great Price"", says it all!",TRUE,,,,,,,,
McDonald's,https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MjA0OTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Fast food restaurant,"Fast food restaurant, American restaurant, Breakfast restaurant, Cafe, Hamburger restaurant, Restaurant",restaurants,+1 204-725-2244,"1906 Richmond Ave, Brandon, MB R7B 0T4",3.5,984,"{""Sunday"": ""5a.m.-12a.m."", ""Monday"": ""5a.m.-12a.m."", ""Tuesday"": ""5a.m.-12a.m."", ""Wednesday"": ""5a.m.-12a.m."", ""Thursday"": ""5a.m.-12a.m."", ""Friday"": ""5a.m.-12a.m."", ""Saturday"": ""5a.m.-12a.m.""}","[{""drive_through"": {""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}}, {""delivery"": {""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}}]",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$,https://lh6.googleusercontent.com/-0UpRQM5kq9I/AAAAAAAAAAI/AAAAAAAAAAA/O3h89O-HRUg/s44-p-k-no-ns-nd/photo.jpg,"Classic, long-running fast-food chain known for its burgers & fries.",TRUE,,,,,,,,
Lady of the Lake,https://www.ladyofthelake.ca/,Restaurant,"Restaurant, Antique furniture store, Cafe, Gift shop, Live music venue, Pub, Yoga studio",restaurants,+1 204-725-4181,"135-B 17th St N, Brandon, MB R7A 1G6",4.6,353,"{""Sunday"": ""10a.m.-4p.m."", ""Monday"": ""10a.m.-6p.m."", ""Tuesday"": ""10a.m.-6p.m."", ""Wednesday"": ""10a.m.-6p.m."", ""Thursday"": ""10a.m.-8p.m."", ""Friday"": ""10a.m.-8p.m."", ""Saturday"": ""10a.m.-6p.m.""}","[{""kitchen"": {""Sunday"": ""10 a.m.-4 p.m."", ""Monday"": ""10 a.m.-4 p.m."", ""Tuesday"": ""10 a.m.-4 p.m."", ""Wednesday"": ""10 a.m.-4 p.m."", ""Thursday"": ""10 a.m.-4 p.m."", ""Friday"": ""10 a.m.-11 p.m."", ""Saturday"": ""10 a.m.-4 p.m.""}}, {""lunch"": {""Sunday"": ""10 a.m.-4 p.m."", ""Monday"": ""10 a.m.-4 p.m."", ""Tuesday"": ""10 a.m.-4 p.m."", ""Wednesday"": ""10 a.m.-4 p.m."", ""Thursday"": ""10 a.m.-4 p.m."", ""Friday"": ""10 a.m.-4 p.m."", ""Saturday"": ""10 a.m.-4 p.m.""}}, {""happy_hours"": {""Sunday"": ""Closed"", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""4-6 p.m."", ""Saturday"": ""Closed""}}, {""dinner"": {""Sunday"": ""Closed"", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""4-11 p.m."", ""Saturday"": ""Closed""}}]",OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fireplace"": true, ""Great cocktails"": true, ""Great tea selection"": true, ""Live music"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible elevator"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Organic dishes"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar on-site"": true, ""Washroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Romantic"": true, ""Upscale"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",$$,https://lh4.googleusercontent.com/-ex7hs5Qa4og/AAAAAAAAAAI/AAAAAAAAAAA/qR-V23SS8Fw/s44-p-k-no-ns-nd/photo.jpg,"Legendary shop, cafe & pub in Brandon, Manitoba. Antiques, home decor, comfort gourmet food, live music Friday nights.",TRUE,,,,,,,,
McDonald's,https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html%3Fy_source%3D1_MTQ1MTk3MDUtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,Fast food restaurant,"Fast food restaurant, American restaurant, Breakfast restaurant, Cafe, Hamburger restaurant, Restaurant",restaurants,+1 204-725-0547,"1021 Middleton Ave, Brandon, MB R7C 1A8",3.6,1772,"{""Sunday"": ""5a.m.-12a.m."", ""Monday"": ""5a.m.-12a.m."", ""Tuesday"": ""5a.m.-12a.m."", ""Wednesday"": ""5a.m.-12a.m."", ""Thursday"": ""5a.m.-12a.m."", ""Friday"": ""5a.m.-12a.m."", ""Saturday"": ""5a.m.-12a.m.""}","[{""drive_through"": {""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}}, {""delivery"": {""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}}]",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$,https://lh3.googleusercontent.com/-4XcFze02LIg/AAAAAAAAAAI/AAAAAAAAAAA/TFSImmZWf-w/s44-p-k-no-ns-nd/photo.jpg,"Classic, long-running fast-food chain known for its burgers & fries.",TRUE,,,,,,,,
TacoTime Brandon,http://www.tacotimecanada.com/locations?utm_source=G,Mexican restaurant,"Mexican restaurant, Burrito restaurant, Caterer, Family restaurant, Fast food restaurant, Restaurant, Taco restaurant",restaurants,+1 204-717-7227,"810 18th St, Brandon, MB R7A 5B7",3.9,162,"{""Sunday"": ""11a.m.-9p.m."", ""Monday"": ""11a.m.-9p.m."", ""Tuesday"": ""11a.m.-9:30p.m."", ""Wednesday"": ""11a.m.-9p.m."", ""Thursday"": ""11a.m.-9p.m."", ""Friday"": ""11a.m.-9p.m."", ""Saturday"": ""11a.m.-9p.m.""}",,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}}",$,https://lh6.googleusercontent.com/-6YO8cLyGjTM/AAAAAAAAAAI/AAAAAAAAAAA/4qFndNLuBWA/s44-p-k-no-ns-nd/photo.jpg,"Longtime Mexican fast-food chain serving tacos, crisp burritos & kids' meals in simple surrounds.",TRUE,,,,,,,,
RAKU SUSHI,,Self service restaurant,Self service restaurant,restaurants,,"903 18th St N, Brandon, MB R7A 7S1",,,"{""Sunday"": ""7a.m.-10p.m."", ""Monday"": ""7a.m.-10p.m."", ""Tuesday"": ""7a.m.-10p.m."", ""Wednesday"": ""7a.m.-10p.m."", ""Thursday"": ""7a.m.-10p.m."", ""Friday"": ""7a.m.-10p.m."", ""Saturday"": ""7a.m.-10p.m.""}",,OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Healthy options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Payments"": {""Credit cards"": true}}",,https://lh6.googleusercontent.com/-TEZjosErSO4/AAAAAAAAAAI/AAAAAAAAAAA/hbDq1Zr3Wg4/s44-p-k-no-ns-nd/photo.jpg,"Welcome to RAKU Sushi at Walmart Supercenter!

Indulge in a delightful culinary experience as we bring you the finest selection of sushi and Japanese cuisine right here within the Walmart store. RAKU SUSHI offers a fusion of traditional and modern flavors, expertly crafted by our skilled sushi chefs.

Discover a wide range of freshly made sushi rolls, sashimi, nigiri, and bento boxes, prepared with the highest quality ingredients. Whether you're a sushi enthusiast or trying it for the first time, our diverse menu has something to suit every palate.
Come and join us at RAKU SUSHI – the ultimate destination for sushi enthusiasts at Walmart Supercenter!",TRUE,,,,,,,,
Letty Foods,,Restaurant,Restaurant,restaurants,,"911 10th St, Brandon, MB R7A 4H2",,,"{""Sunday"": ""Closed"", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""2:30-3p.m."", ""Friday"": ""Closed"", ""Saturday"": ""Closed""}",,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": false}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Cash-only"": true}}",,https://lh6.googleusercontent.com/-yUbRu0r1VF4/AAAAAAAAAAI/AAAAAAAAAAA/tRWPvoYYH3Y/s44-p-k-no-ns-nd/photo.jpg,"Waakye is a Ghanaian dish of cooked rice and beans, commonly eaten for breakfast or lunch. However, others eat it for supper. The rice and beans, usually black eyed peas or cow beans, are cooked together, along with red dried sorghum leaf sheaths. Comes with stew, with lettuce and spaghetti on the side, gari, shito, boiled Egg, cow leg, shaki(pormo), chicken, plantain and Avocado. You can supplement with any of your choice. Waakye shakara is here to serve u😊😊",TRUE,,,,,,,,
McDonald's,https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MTkxMjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Fast food restaurant,"Fast food restaurant, American restaurant, Breakfast restaurant, Cafe, Hamburger restaurant, Restaurant",restaurants,+1 204-727-2892,"2626 Victoria Ave, Brandon, MB R7B 0M8",3.5,940,"{""Sunday"": ""5a.m.-12a.m."", ""Monday"": ""5a.m.-12a.m."", ""Tuesday"": ""5a.m.-12a.m."", ""Wednesday"": ""5a.m.-12a.m."", ""Thursday"": ""5a.m.-12a.m."", ""Friday"": ""5a.m.-12a.m."", ""Saturday"": ""5a.m.-12a.m.""}","[{""drive_through"": {""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}}, {""delivery"": {""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}}]",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Offerings"": {""Coffee"": true, ""Late-night food"": true, ""Quick bite"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Washroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Good for kids birthday"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Parking"": true}}",$,https://lh4.googleusercontent.com/-Veyf0MqEI4Q/AAAAAAAAAAI/AAAAAAAAAAA/IxEw6cRtoPQ/s44-p-k-no-ns-nd/photo.jpg,"Classic, long-running fast-food chain known for its burgers & fries.",TRUE,,,,,,,,
